MatchHistory,League,Season,Year,blueTeamTag,bResult,rResult,redTeamTag,gamelength,blueTop,blueTopChamp,blueJungle,blueJungleChamp,blueMiddle,blueMiddleChamp,blueADC,blueADCChamp,blueSupport,blueSupportChamp,redTop,redTopChamp,redJungle,redJungleChamp,redMiddle,redMiddleChamp,redADC,redADCChamp,redSupportChamp,redSupport
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730117?gameHash=917adeae4ac3efa7,North_America,Summer_Season,2016,TL,1,0,FOX,41,Lourlo,Irelia,Dardoch,Elise,Fenix,Ryze,Piglet,Tristana,Matt,Zyra,kfo,Jax,Hard,Gragas,Froggen,Viktor,Keith,Ashe,Alistar,Big
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730026?gameHash=601c2b974dda600c,North_America,Summer_Season,2016,NRG,1,0,FOX,49,Quas,Maokai,Santorin,Gragas,GBM,Viktor,ohq,Sivir,KiWiKiD,Karma,kfo,Fizz,Hard,RekSai,Froggen,Swain,Keith,Ashe,Braum,Big
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730041?gameHash=814965adabe8f34d,North_America,Summer_Season,2016,FOX,0,1,NRG,33,kfo,Maokai,Hard,Graves,Froggen,Anivia,Keith,Sivir,Big,Braum,Quas,Illaoi,Santorin,Nidalee,GBM,Ziggs,ohq,Vayne,Karma,KiWiKiD
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730043?gameHash=cc0d578c7b089314,North_America,Summer_Season,2016,TSM,1,0,APX,34,Hauntzer,Swain,Svenskeren,RekSai,Bjergsen,Azir,Doublelift,Lucian,Biofrost,Bard,Ray,Fizz,ShrimP,Kindred,Keane,Zilean,Apollo,Ashe,Karma,Xpecial
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730059?gameHash=b0170f54c8d76453,North_America,Summer_Season,2016,APX,0,1,TSM,30,Ray,Trundle,ShrimP,Nidalee,Keane,Zilean,Apollo,Ashe,Xpecial,Braum,Hauntzer,Fizz,Svenskeren,RekSai,Bjergsen,Viktor,Doublelift,Lucian,Karma,Biofrost
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730069?gameHash=7e73ec9bad597bbb,North_America,Summer_Season,2016,NV,1,0,P1,41,Seraph,Renekton,Procxin,Nidalee,Ninja,Lissandra,LOD,Lucian,Hakuho,Karma,zig,Irelia,Zentinel,Kindred,Pirean,Viktor,Slooshi,Sivir,Bard,Gate
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730095?gameHash=fdd15e6b9127b86a,North_America,Summer_Season,2016,P1,0,1,NV,28,Brandini,Shen,Zentinel,Kindred,Pirean,Vladimir,Slooshi,Sivir,Gate,Bard,Seraph,Irelia,Procxin,Olaf,Ninja,Anivia,LOD,Ezreal,Karma,Hakuho
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730100?gameHash=95c0b0330487f2ca,North_America,Summer_Season,2016,CLG,0,1,C9,35,Darshan,Swain,Xmithie,RekSai,Huhi,Viktor,Stixxay,Lucian,aphromoo,Braum,Impact,Trundle,Meteos,Gragas,Jensen,Azir,Sneaky,Ashe,Thresh,Bunny FuFuu
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730115?gameHash=bc139107dd29c6ea,North_America,Summer_Season,2016,C9,1,0,CLG,42,Impact,Fizz,Meteos,RekSai,Jensen,Viktor,Sneaky,Caitlyn,Smoothie,Nami,Darshan,Trundle,Xmithie,Gragas,Huhi,Lissandra,Stixxay,Sivir,Soraka,aphromoo
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730132?gameHash=a8003dbaa21cde73,North_America,Summer_Season,2016,C9,0,1,TSM,31,Impact,Shen,Meteos,RekSai,Jensen,Viktor,Sneaky,Ashe,Bunny FuFuu,Bard,Hauntzer,Irelia,Svenskeren,Nidalee,Bjergsen,Zilean,Doublelift,Lucian,Braum,Biofrost
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730138?gameHash=b14119e6e175d443,North_America,Summer_Season,2016,TSM,0,1,C9,27,Hauntzer,Irelia,Svenskeren,Nidalee,Bjergsen,Viktor,Doublelift,Lucian,Biofrost,Braum,Impact,Trundle,Meteos,Elise,Jensen,Azir,Sneaky,Jhin,Bard,Smoothie
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730142?gameHash=1facc2ad3739c9a4,North_America,Summer_Season,2016,C9,0,1,TSM,38,Impact,Trundle,Meteos,RekSai,Jensen,Viktor,Sneaky,Jhin,Bunny FuFuu,Bard,Hauntzer,Swain,Svenskeren,Gragas,Bjergsen,Azir,Doublelift,Lucian,Karma,Biofrost
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730143?gameHash=87b0273af49b12a7,North_America,Summer_Season,2016,TL,1,0,P1,29,Lourlo,Trundle,Dardoch,Olaf,Fenix,Azir,Fabbbyyy,Ashe,Matt,Bard,zig,Shen,Zentinel,Hecarim,Pirean,Karma,Mash,Lucian,Nami,Gate
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730150?gameHash=b516729f5838c5e9,North_America,Summer_Season,2016,P1,0,1,TL,27,zig,Shen,Zentinel,Kindred,Slooshi,Vladimir,Mash,Jhin,Gate,Karma,Lourlo,Trundle,Dardoch,Elise,Fenix,Azir,Fabbbyyy,Lucian,Braum,Matt
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730162?gameHash=b571cbbfd29636fa,North_America,Summer_Season,2016,IMT,1,0,NV,43,Huni,Irelia,Reignover,Nidalee,Pobelter,Viktor,WildTurtle,Caitlyn,Adrian,Nami,Seraph,Ryze,Procxin,RekSai,Ninja,Karma,LOD,Ezreal,Trundle,Hakuho
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730183?gameHash=9fe3604c6eb8bfd2,North_America,Summer_Season,2016,NV,0,1,IMT,55,Seraph,Trundle,Procxin,Gragas,Ninja,Varus,LOD,Ezreal,Hakuho,Karma,Huni,Lissandra,Reignover,RekSai,Pobelter,Azir,WildTurtle,Jinx,Braum,Adrian
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730195?gameHash=10e542b3146af3ed,North_America,Summer_Season,2016,TL,1,0,NRG,37,Lourlo,Irelia,Dardoch,Olaf,Fenix,Vladimir,Fabbbyyy,Ashe,Matt,Bard,Quas,Jax,Santorin,RekSai,GBM,Anivia,ohq,Ezreal,Zyra,KiWiKiD
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730209?gameHash=911f884c9dadd055,North_America,Summer_Season,2016,NRG,1,0,TL,33,Quas,Jax,Santorin,Nidalee,GBM,Anivia,ohq,Twitch,KiWiKiD,Braum,Lourlo,Irelia,Dardoch,RekSai,Fenix,Ryze,Fabbbyyy,Sivir,Karma,Matt
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730212?gameHash=1b277bf50ddc2035,North_America,Summer_Season,2016,TL,1,0,NRG,28,Lourlo,Shen,Dardoch,Olaf,Fenix,Vladimir,Fabbbyyy,Sivir,Matt,Karma,Quas,Irelia,Santorin,Nidalee,GBM,Anivia,ohq,Vayne,Braum,KiWiKiD
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730225?gameHash=479ccecf1cfa44e3,North_America,Summer_Season,2016,NRG,0,1,TSM,36,Quas,Vladimir,Santorin,Nidalee,GBM,Anivia,ohq,Twitch,KiWiKiD,Soraka,Hauntzer,Swain,Svenskeren,RekSai,Bjergsen,Ryze,Doublelift,Lucian,Karma,Biofrost
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730247?gameHash=b4d301ea53190209,North_America,Summer_Season,2016,TSM,1,0,NRG,29,Hauntzer,Swain,Svenskeren,RekSai,Bjergsen,Azir,Doublelift,Lucian,Biofrost,Nami,Quas,Jax,Santorin,Elise,GBM,Ziggs,ohq,Caitlyn,Karma,KiWiKiD
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730252?gameHash=b0ea8af2576398e2,North_America,Summer_Season,2016,FOX,0,1,IMT,30,kfo,Jax,Grigne,RekSai,Froggen,Lissandra,Keith,Lucian,Big,Braum,Huni,Irelia,Reignover,Gragas,Pobelter,Viktor,WildTurtle,Sivir,Karma,Adrian
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730265?gameHash=0b5a9e07d29c35e5,North_America,Summer_Season,2016,IMT,1,0,FOX,39,Huni,Rumble,Reignover,Olaf,Pobelter,Ryze,WildTurtle,Ezreal,Adrian,Zyra,kfo,Irelia,Hard,RekSai,Froggen,Viktor,Keith,Caitlyn,Alistar,Big
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730164?gameHash=4f771f91724f5114,North_America,Summer_Season,2016,CLG,1,0,FOX,25,Darshan,Jax,Xmithie,Kindred,Huhi,Azir,Stixxay,Tristana,aphromoo,Alistar,kfo,Irelia,Hard,RekSai,Froggen,Brand,Keith,Jhin,Bard,Big
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730181?gameHash=78a169ea03f4f3fb,North_America,Summer_Season,2016,FOX,0,1,CLG,29,kfo,Irelia,Grigne,Elise,Froggen,Karma,Keith,Jhin,Big,Zyra,Darshan,Jax,Xmithie,Kindred,Huhi,Zilean,Stixxay,Tristana,Braum,aphromoo
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730184?gameHash=cd634f9cf591432d,North_America,Summer_Season,2016,P1,0,1,APX,41,zig,Shen,Zentinel,Kindred,Slooshi,Karma,Mash,Ezreal,Gate,Bard,Ray,Fiora,ShrimP,Evelynn,Keane,TwistedFate,Apollo,Caitlyn,Alistar,Xpecial
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730207?gameHash=9a64672c2a70fdc7,North_America,Summer_Season,2016,APX,0,1,P1,37,Ray,Irelia,ShrimP,Evelynn,Keane,TwistedFate,Apollo,Caitlyn,Xpecial,Karma,zig,Trundle,Zentinel,Elise,Pirean,Lissandra,Mash,Lucian,Zyra,Gate
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001730210?gameHash=563362e1228d8a6f,North_America,Summer_Season,2016,P1,0,1,APX,30,zig,Trundle,Zentinel,Elise,Pirean,Lissandra,Mash,Lucian,Gate,Zyra,Ray,Fiora,ShrimP,Gragas,Keane,Zilean,Apollo,Caitlyn,Braum,Xpecial
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001740167?gameHash=d4bdddbb2ab10fa8,North_America,Summer_Season,2016,APX,0,1,C9,40,Ray,Rumble,ShrimP,RekSai,Keane,Viktor,Apollo,Caitlyn,Xpecial,Karma,Impact,Shen,Meteos,Kindred,Jensen,TwistedFate,Sneaky,Sivir,Braum,Smoothie
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001740190?gameHash=25d8363fb4b9a8aa,North_America,Summer_Season,2016,C9,0,1,APX,60,Impact,Shen,Meteos,Kindred,Jensen,Lissandra,Sneaky,Lucian,Bunny FuFuu,Braum,Ray,JarvanIV,ShrimP,RekSai,Keane,Cassiopeia,Apollo,Sivir,Alistar,Xpecial
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001740199?gameHash=7b4f6400bb5f0053,North_America,Summer_Season,2016,APX,0,1,C9,37,Ray,JarvanIV,ShrimP,Gragas,Keane,Cassiopeia,Apollo,Sivir,Xpecial,Alistar,Impact,Maokai,Meteos,RekSai,Jensen,Leblanc,Sneaky,Ashe,Braum,Smoothie
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001740201?gameHash=6c0b80e85eee4ab5,North_America,Summer_Season,2016,CLG,1,0,NV,44,Darshan,Trundle,Xmithie,Kindred,Huhi,Ryze,Stixxay,Caitlyn,aphromoo,Soraka,Seraph,Lissandra,Procxin,Nidalee,Ninja,Anivia,LOD,Ezreal,Zyra,Hakuho
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001740213?gameHash=45ee4dbe362140e0,North_America,Summer_Season,2016,NV,1,0,CLG,35,Seraph,Trundle,Procxin,Elise,Ninja,Lissandra,LOD,Lucian,Hakuho,Morgana,Darshan,Irelia,Xmithie,Nidalee,Huhi,Zilean,Stixxay,Ashe,Alistar,aphromoo
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001740214?gameHash=b5020ba7c60c6b45,North_America,Summer_Season,2016,CLG,0,1,NV,32,Darshan,Trundle,Xmithie,Kindred,Huhi,TwistedFate,Stixxay,Caitlyn,aphromoo,Bard,Seraph,Rumble,Procxin,Elise,Ninja,Karma,LOD,Lucian,Braum,Hakuho
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001750008?gameHash=c81555b7ec2c0c30,North_America,Summer_Season,2016,CLG,1,0,IMT,35,Darshan,Jax,Xmithie,Elise,Huhi,Karma,Stixxay,Ezreal,aphromoo,Bard,Huni,Trundle,Reignover,Nidalee,Pobelter,TwistedFate,WildTurtle,Lucian,Soraka,Adrian
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001750021?gameHash=4894407b2447420c,North_America,Summer_Season,2016,IMT,1,0,CLG,27,Huni,Lissandra,Reignover,RekSai,Pobelter,Vladimir,WildTurtle,Ezreal,Adrian,Nami,Darshan,Swain,Xmithie,Kindred,Huhi,Azir,Stixxay,Tristana,Alistar,aphromoo
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001750022?gameHash=0d69b8d1b636da2f,North_America,Summer_Season,2016,CLG,0,1,IMT,32,Darshan,Fiora,Xmithie,Gragas,Huhi,Azir,Stixxay,Jhin,aphromoo,Bard,Huni,Lissandra,Reignover,RekSai,Pobelter,Viktor,WildTurtle,Ezreal,Karma,Adrian
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001750023?gameHash=3f52a287ef18a0c4,North_America,Summer_Season,2016,TL,1,0,APX,46,Lourlo,Shen,Dardoch,Olaf,Fenix,Viktor,Fabbbyyy,Ashe,Matt,Karma,Ray,Swain,ShrimP,RekSai,Keane,Zilean,Apollo,Ezreal,Braum,Xpecial
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001750030?gameHash=44c996900d35483c,North_America,Summer_Season,2016,APX,0,1,TL,37,Ray,Swain,ShrimP,RekSai,Keane,TwistedFate,Apollo,Jhin,Xpecial,Karma,Lourlo,Trundle,Dardoch,Nidalee,Fenix,Leblanc,Fabbbyyy,Ashe,Nami,Matt
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001760025?gameHash=20f6d9bafaee791c,North_America,Summer_Season,2016,C9,1,0,NV,33,Impact,Shen,Meteos,RekSai,Jensen,Cassiopeia,Sneaky,Ashe,Smoothie,Nami,Seraph,Swain,Procxin,Graves,Ninja,Karma,LOD,Lucian,Braum,Hakuho
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001760045?gameHash=97c38b238c6a6c77,North_America,Summer_Season,2016,NV,0,1,C9,39,Seraph,Hecarim,Procxin,RekSai,Ninja,Ezreal,LOD,Lucian,Hakuho,Braum,Impact,Irelia,Meteos,Elise,Jensen,Cassiopeia,Sneaky,Ashe,Thresh,Bunny FuFuu
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001760049?gameHash=a382df4059846295,North_America,Summer_Season,2016,IMT,1,0,TL,24,Huni,Hecarim,Reignover,Elise,Pobelter,Azir,WildTurtle,Sivir,Adrian,Soraka,Lourlo,Trundle,Dardoch,Nidalee,Fenix,Leblanc,Fabbbyyy,Ashe,Braum,Matt
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001760053?gameHash=c591726775dee78f,North_America,Summer_Season,2016,TL,0,1,IMT,28,Lourlo,Trundle,Dardoch,Olaf,Fenix,Karma,Fabbbyyy,Ashe,Matt,Bard,Huni,Rumble,Reignover,RekSai,Pobelter,Viktor,WildTurtle,Ezreal,Zyra,Adrian
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001760065?gameHash=ea7c61190ffe2069,North_America,Summer_Season,2016,C9,1,0,NRG,27,Impact,Lissandra,Meteos,Kindred,Jensen,Vladimir,Sneaky,Sivir,Smoothie,Braum,Quas,Trundle,Santorin,Elise,GBM,Anivia,ohq,Caitlyn,Karma,KiWiKiD
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001760091?gameHash=5a9cf21a812fa838,North_America,Summer_Season,2016,NRG,0,1,C9,36,Quas,Trundle,Santorin,Gragas,GBM,Viktor,ohq,Lucian,KiWiKiD,Zyra,Impact,Lissandra,Meteos,RekSai,Jensen,Leblanc,Sneaky,Jhin,Braum,Bunny FuFuu
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001760098?gameHash=2988e030de889179,North_America,Summer_Season,2016,P1,0,1,CLG,30,zig,Poppy,Inori,Kindred,Pirean,Karma,Mash,Sivir,Gate,Bard,Darshan,Trundle,Xmithie,Elise,Huhi,Azir,Stixxay,Ezreal,Braum,aphromoo
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001760117?gameHash=7b11b422397350c0,North_America,Summer_Season,2016,CLG,1,0,P1,38,Darshan,Fiora,Xmithie,Elise,Huhi,Karma,Stixxay,Lucian,aphromoo,Janna,zig,Trundle,Inori,Olaf,Pirean,Viktor,Mash,Tristana,Braum,Gate
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001750032?gameHash=3091f93795130394,North_America,Summer_Season,2016,TSM,0,1,FOX,47,Hauntzer,Irelia,Svenskeren,RekSai,Bjergsen,Azir,Doublelift,Lucian,Biofrost,Nami,kfo,Shen,Hard,Olaf,Froggen,Cassiopeia,Keith,Jhin,Karma,Big
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001750049?gameHash=da8e89749e0918da,North_America,Summer_Season,2016,FOX,0,1,TSM,32,kfo,Jax,Hard,Olaf,Froggen,Cassiopeia,Keith,Sivir,Big,Karma,Hauntzer,Irelia,Svenskeren,RekSai,Bjergsen,Azir,Doublelift,Lucian,Nami,Biofrost
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001750055?gameHash=75c71a5a5d178b97,North_America,Summer_Season,2016,TSM,1,0,FOX,37,Hauntzer,Swain,Svenskeren,Gragas,Bjergsen,Azir,Doublelift,Lucian,Biofrost,Karma,kfo,Irelia,Hard,RekSai,Froggen,Cassiopeia,Keith,Jhin,Zyra,Big
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001750056?gameHash=2d342681a2af3b5a,North_America,Summer_Season,2016,NRG,1,0,P1,44,Quas,Jax,Santorin,RekSai,GBM,Viktor,ohq,Lucian,KiWiKiD,Karma,zig,Shen,Inori,Olaf,Pirean,Ryze,Mash,Tristana,Braum,Gate
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001750066?gameHash=9daf2d594e5d747b,North_America,Summer_Season,2016,P1,1,0,NRG,55,zig,Trundle,Inori,Hecarim,Pirean,Cassiopeia,Mash,Lucian,Gate,Bard,Quas,Illaoi,Santorin,RekSai,GBM,Ryze,ohq,Twitch,Braum,KiWiKiD
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001750067?gameHash=622cc06cec350082,North_America,Summer_Season,2016,NRG,1,0,P1,41,Quas,Trundle,Santorin,Elise,GBM,Viktor,ohq,Jhin,KiWiKiD,Braum,zig,Ryze,Inori,Hecarim,Pirean,Cassiopeia,Mash,Lucian,Zyra,Gate
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001760063?gameHash=eabdd610cd451fe8,North_America,Summer_Season,2016,NV,0,1,TSM,36,Seraph,Trundle,Procxin,Elise,Ninja,Varus,LOD,Ezreal,Hakuho,Braum,Hauntzer,Irelia,Svenskeren,RekSai,Bjergsen,Zilean,Doublelift,Sivir,Karma,Biofrost
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001760092?gameHash=c1374ad5aaaa51f4,North_America,Summer_Season,2016,TSM,1,0,NV,31,Hauntzer,Swain,Svenskeren,RekSai,Bjergsen,Viktor,Doublelift,Ashe,Biofrost,Karma,Seraph,Trundle,Procxin,Graves,Ninja,Cassiopeia,LOD,Lucian,Nami,Hakuho
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001760107?gameHash=83f2a2de43f822bb,North_America,Summer_Season,2016,APX,1,0,FOX,36,Ray,Jax,ShrimP,RekSai,Keane,Vladimir,Apollo,Ezreal,Xpecial,Braum,kfo,Irelia,Hard,Olaf,Froggen,Azir,Keith,Lucian,Karma,Big
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001760118?gameHash=b6bdb005bad88103,North_America,Summer_Season,2016,FOX,0,1,APX,42,kfo,Shen,Hard,Hecarim,Froggen,Viktor,Keith,Jhin,Big,Nami,Ray,Fiora,ShrimP,Nidalee,Keane,Karma,Apollo,Ezreal,Braum,Xpecial
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001750124?gameHash=e6f41af5eb69654f,North_America,Summer_Season,2016,C9,1,0,TL,45,Impact,Shen,Meteos,Graves,Jensen,Viktor,Sneaky,Ashe,Bunny FuFuu,Braum,Lourlo,Fiora,Dardoch,RekSai,Fenix,Zilean,Fabbbyyy,Sivir,Bard,Matt
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001750133?gameHash=c225e3bb5dbb845a,North_America,Summer_Season,2016,TL,1,0,C9,36,Lourlo,Trundle,Dardoch,RekSai,Fenix,Viktor,Fabbbyyy,Jhin,Matt,Karma,Impact,Shen,Meteos,Graves,Jensen,TwistedFate,Sneaky,Ashe,Bard,Smoothie
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001750134?gameHash=f72e69317496deb8,North_America,Summer_Season,2016,C9,0,1,TL,34,Impact,Irelia,Meteos,Gragas,Jensen,Ryze,Sneaky,Sivir,Bunny FuFuu,Bard,Lourlo,Shen,Dardoch,RekSai,Fenix,Viktor,Fabbbyyy,Jhin,Braum,Matt
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001750135?gameHash=7aa05375d72c2d51,North_America,Summer_Season,2016,FOX,1,0,NV,43,kfo,Jax,Hard,Gragas,Froggen,Anivia,Keith,Ezreal,Big,Karma,Seraph,Irelia,Procxin,RekSai,Ninja,Karthus,LOD,Jhin,Trundle,Hakuho
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001750142?gameHash=a4dc5cd727f14aa8,North_America,Summer_Season,2016,NV,1,0,FOX,41,Seraph,Swain,Procxin,RekSai,Ninja,Vladimir,LOD,Ashe,Hakuho,Trundle,kfo,Irelia,Hard,Kindred,Froggen,Viktor,Keith,Ezreal,Karma,Big
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001750143?gameHash=3ef0fd7649844cc8,North_America,Summer_Season,2016,FOX,0,1,NV,41,kfo,Shen,Hard,Gragas,Froggen,Swain,Keith,Jhin,Big,Nami,Seraph,Fiora,Procxin,RekSai,Ninja,Azir,LOD,Sivir,Karma,Hakuho
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001760146?gameHash=d504180c99854a20,North_America,Summer_Season,2016,NRG,0,1,CLG,25,Quas,Trundle,Santorin,Graves,GBM,Karma,ohq,Ashe,KiWiKiD,Braum,Darshan,Fiora,Xmithie,RekSai,Huhi,Vladimir,Stixxay,Lucian,Bard,aphromoo
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001760157?gameHash=28809b867814227b,North_America,Summer_Season,2016,CLG,1,0,NRG,26,Darshan,Jax,Xmithie,Nidalee,Huhi,Ryze,Stixxay,Ezreal,aphromoo,Alistar,Quas,Trundle,Santorin,Graves,GBM,Lissandra,ohq,Jhin,Karma,KiWiKiD
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001760159?gameHash=f26accda4d6c5d59,North_America,Summer_Season,2016,IMT,1,0,APX,28,Huni,Ryze,Reignover,RekSai,Pobelter,Viktor,WildTurtle,Sivir,Adrian,Soraka,Ray,Irelia,ShrimP,Gragas,Keane,Cassiopeia,Apollo,Ashe,Nami,Xpecial
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001760168?gameHash=33139ace690bae76,North_America,Summer_Season,2016,APX,0,1,IMT,28,Ray,Hecarim,ShrimP,Nidalee,Keane,Viktor,Apollo,Jhin,Xpecial,Karma,Huni,Ryze,Reignover,RekSai,Pobelter,Zilean,WildTurtle,Ashe,Nami,Adrian
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001760179?gameHash=1f00ba96abb13d47,North_America,Summer_Season,2016,CLG,0,1,TSM,28,Darshan,Jax,Xmithie,Nidalee,Huhi,Azir,Stixxay,Kalista,aphromoo,Braum,Hauntzer,Irelia,Svenskeren,Elise,Bjergsen,Leblanc,Doublelift,Sivir,Bard,Biofrost
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001760201?gameHash=63da12029ea9ec26,North_America,Summer_Season,2016,TSM,1,0,CLG,33,Hauntzer,Irelia,Svenskeren,Gragas,Bjergsen,Azir,Doublelift,Sivir,Biofrost,Karma,Darshan,Trundle,Xmithie,Nidalee,Huhi,AurelionSol,Stixxay,Ezreal,Alistar,aphromoo
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001760204?gameHash=59ebdb320f12a09d,North_America,Summer_Season,2016,APX,1,0,P1,35,Ray,Trundle,ShrimP,Nidalee,Keane,Karma,Apollo,Ezreal,Xpecial,Alistar,zig,Shen,Inori,RekSai,Pirean,TwistedFate,Mash,Ashe,Braum,Gate
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001760216?gameHash=fd57d3ad70b5bf6f,North_America,Summer_Season,2016,P1,1,0,APX,39,zig,Shen,Inori,Hecarim,Pirean,Lissandra,Mash,Lucian,Gate,Karma,Ray,Riven,ShrimP,RekSai,Keane,Viktor,Apollo,Ezreal,Braum,Xpecial
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001760218?gameHash=d80f4b9caa5d24b6,North_America,Summer_Season,2016,APX,0,1,P1,28,Ray,Trundle,ShrimP,RekSai,Keane,Karma,Apollo,Jhin,Xpecial,Thresh,zig,Gnar,Inori,Elise,Pirean,Cassiopeia,Mash,Twitch,Braum,Gate
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001750161?gameHash=4077a74e5fe22cad,North_America,Summer_Season,2016,P1,0,1,TSM,31,zig,Trundle,Inori,Elise,Pirean,Karma,Mash,Sivir,Gate,Bard,Hauntzer,Irelia,Svenskeren,Nidalee,Bjergsen,Zilean,Doublelift,Lucian,Braum,Biofrost
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001750187?gameHash=ef79737a86ff3e42,North_America,Summer_Season,2016,TSM,1,0,P1,25,Hauntzer,Irelia,Svenskeren,Gragas,Bjergsen,TwistedFate,Doublelift,Lucian,Biofrost,Karma,zig,Gnar,Inori,RekSai,Pirean,Leblanc,Mash,Ashe,Braum,Gate
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001750188?gameHash=4b134e5901c86d2d,North_America,Summer_Season,2016,TL,1,0,NV,42,Lourlo,Trundle,Dardoch,Gragas,Fenix,Leblanc,Fabbbyyy,Jhin,Matt,Braum,Seraph,Rumble,Procxin,RekSai,Ninja,Viktor,LOD,Sivir,Bard,Hakuho
