MatchHistory,TeamColor,ban_1,ban_2,ban_3,ban_4,ban_5
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001650088?gameHash=a7c89e010b6634a9,Blue,Vladimir,Lucian,Jayce,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001660070?gameHash=a5c865b26c07eec5,Blue,Azir,Ryze,Maokai,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001660086?gameHash=b775f40808ee7697,Blue,Trundle,Kindred,Graves,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001660107?gameHash=b5054176e521bcbc,Blue,Fizz,Vladimir,Bard,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001660137?gameHash=494cbdfd727310dc,Blue,Caitlyn,Bard,RekSai,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001660161?gameHash=06c1db9af13bdc0a,Blue,Nidalee,Ryze,Trundle,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001660164?gameHash=ac7bdeb229812065,Blue,Vladimir,Kindred,Ekko,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001660179?gameHash=a16e9570c9c11357,Blue,Lissandra,Maokai,Karma,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670043?gameHash=902a76a8c5e1471d,Blue,Braum,Azir,Nidalee,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670056?gameHash=9de44619f393863e,Blue,Braum,Trundle,Azir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670058?gameHash=2b78b6785c4b9f90,Blue,Elise,Zed,Braum,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670072?gameHash=0b096f92735d1c44,Blue,Gragas,Kalista,Vladimir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670074?gameHash=11df9e8fe3eaeb24,Blue,Braum,Trundle,Elise,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670080?gameHash=9f75e09209febaa5,Blue,Braum,Bard,RekSai,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670114?gameHash=11438bc40e1b7b71,Blue,Kindred,Trundle,Fizz,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670118?gameHash=0c747713dc79bc86,Blue,Braum,Caitlyn,Anivia,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670122?gameHash=06f228fd93d5add5,Blue,Kalista,Nidalee,Braum,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670138?gameHash=e94567b03b708106,Blue,Trundle,Viktor,Braum,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670139?gameHash=43a1ccb5ef23b8dd,Blue,Bard,Braum,RekSai,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670144?gameHash=2e09be4467b027c7,Blue,Azir,Ryze,Elise,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670029?gameHash=d34465c51253b5a5,Blue,Bard,Braum,Fizz,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670057?gameHash=d3bf09f216eb5988,Blue,Ryze,Nidalee,Kindred,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670066?gameHash=d7b07d64df2c568a,Blue,Viktor,Azir,Ryze,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670073?gameHash=b292c5d1399ff0a6,Blue,Swain,Olaf,Kindred,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001680072?gameHash=372086d9e951b6cf,Blue,Swain,Trundle,Vladimir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001680101?gameHash=35bd0a66d14e3880,Blue,Nidalee,Olaf,Irelia,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001680116?gameHash=4d04bd98725b5dba,Blue,Leblanc,Trundle,Braum,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001680128?gameHash=e12ff1e3f644f7eb,Blue,Fizz,Gragas,Vladimir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001680157?gameHash=66a419089ef43687,Blue,Irelia,Braum,Bard,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001680182?gameHash=27a4d1ef0a493709,Blue,Swain,Viktor,Ryze,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001680190?gameHash=202c3e4779d36a20,Blue,Trundle,RekSai,Elise,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001680206?gameHash=6b85993391be91b1,Blue,Olaf,Nidalee,Bard,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001680209?gameHash=0e79fba0d5505f56,Blue,Braum,Trundle,Karma,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001680218?gameHash=c39ac1636832e863,Blue,Caitlyn,Bard,Fizz,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001680243?gameHash=bb155587be0669ef,Blue,Fizz,Bard,Caitlyn,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001680246?gameHash=00e4eb2c47c14065,Blue,Illaoi,Shen,Trundle,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001680254?gameHash=028b7ab92a345cf5,Blue,Braum,Shen,Trundle,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001680273?gameHash=d1a938af3522a2d7,Blue,Bard,Anivia,Irelia,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001680274?gameHash=dc722201a9bdd57c,Blue,Bard,Kindred,Braum,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001680281?gameHash=bd72dad973038752,Blue,Nidalee,Ezreal,Ryze,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670153?gameHash=6a3bbe6107c70a23,Blue,Elise,Trundle,Olaf,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670163?gameHash=54ba421cc486f845,Blue,Karma,Caitlyn,Ryze,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670184?gameHash=d11955a8b78c1093,Blue,Azir,Ryze,Braum,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670199?gameHash=460d730830cff84e,Blue,Draven,Gragas,Trundle,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670206?gameHash=e8476fbf088bbca1,Blue,Nidalee,Elise,Ryze,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670241?gameHash=60441fc0b24c33af,Blue,Swain,Caitlyn,Ryze,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670246?gameHash=aff6108aebaadab8,Blue,Draven,Trundle,Caitlyn,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001670253?gameHash=26b04bf2495fc971,Blue,Olaf,Irelia,Zilean,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001690019?gameHash=04d6388306d1e785,Blue,Caitlyn,Azir,Bard,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001690044?gameHash=84147b07246747a8,Blue,Trundle,Nidalee,Jax,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001690053?gameHash=c72003e35dd7a876,Blue,Bard,Braum,Syndra,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001690064?gameHash=c9c59a550f1c3fa9,Blue,Jhin,Olaf,Nidalee,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001690074?gameHash=fb1883afeddb8d8c,Blue,Draven,Trundle,Braum,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001690079?gameHash=6e17d788114cba1e,Blue,Olaf,Bard,Caitlyn,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001700064?gameHash=613b0e036c65b076,Blue,Elise,Olaf,Swain,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001700085?gameHash=5bab9895cc6d5e6b,Blue,Trundle,Viktor,Karma,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001700087?gameHash=79230fcf1255340c,Blue,Caitlyn,Azir,Trundle,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001700101?gameHash=72a4e8440af8dc8c,Blue,Olaf,Irelia,Viktor,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001700102?gameHash=f8658edaa5bc3fcf,Blue,Trundle,Karma,Irelia,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001700108?gameHash=ae93631b353b0d04,Blue,Olaf,Caitlyn,Braum,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001700007?gameHash=b6e9a707b663f68c,Blue,Trundle,Braum,Hecarim,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001700033?gameHash=dc6495b55f2d5c6d,Blue,Olaf,TahmKench,Nidalee,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001700035?gameHash=b9a8d1cd9bf991f1,Blue,Ryze,Gragas,Nidalee,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001700048?gameHash=7221e7af44168386,Blue,Swain,Caitlyn,Jhin,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001690083?gameHash=e9f4f66cbb72bf04,Blue,Nidalee,Olaf,Caitlyn,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001690102?gameHash=1ee5c13ec1d30091,Blue,Swain,Varus,Jhin,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001690113?gameHash=9c10261f11a9c69f,Blue,Leblanc,Shen,Trundle,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001690128?gameHash=2d1412573ba8a216,Blue,Caitlyn,Ryze,Gragas,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001690145?gameHash=4b2cd21568456013,Blue,Trundle,Olaf,Irelia,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001690172?gameHash=e9d1e94caf2721c6,Blue,Sion,Taliyah,Swain,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001690174?gameHash=c525a604720b11a2,Blue,Azir,Karma,Gragas,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001690187?gameHash=eee1f36844fc6dda,Blue,Olaf,Irelia,Ashe,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001690189?gameHash=84863eaa760a091e,Blue,Sivir,Bard,Elise,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001690196?gameHash=20e893ad3e8916a9,Blue,Azir,Olaf,Karma,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001700214?gameHash=acf5b0131f0c7dfd,Blue,Azir,Elise,Ashe,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001700227?gameHash=5b108ff18eaa91c4,Blue,Kindred,Swain,Shen,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001700232?gameHash=5a6b6206e4d20a27,Blue,Sion,Taliyah,Bard,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001700244?gameHash=9f39440a33d49a3a,Blue,Olaf,Trundle,Ryze,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001700246?gameHash=d62e989b68338ae6,Blue,Karma,Olaf,Azir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001700254?gameHash=27ae83a30858d68d,Blue,Braum,Irelia,Karma,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001690146?gameHash=ae6c2f9529fb64bc,Blue,Azir,Irelia,Olaf,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001690173?gameHash=21554efe33ac41c0,Blue,Swain,Shen,Trundle,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001690178?gameHash=b180001a87c4abd7,Blue,Braum,Syndra,Bard,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001690188?gameHash=e9686c70e33f3360,Blue,Caitlyn,Ryze,Draven,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001700218?gameHash=b3752c26ee320c5b,Blue,Swain,Nidalee,Azir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001700226?gameHash=f2766d41470265f6,Blue,Bard,Shen,Irelia,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001700228?gameHash=1886fc9a9bff954d,Blue,Azir,Bard,Olaf,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001700245?gameHash=63306591cbee47b8,Blue,Jhin,Ryze,Nidalee,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720037?gameHash=61466168685988df,Blue,Irelia,Olaf,Ryze,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720042?gameHash=afa0da9f1251993a,Blue,Azir,Karma,Gnar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720043?gameHash=0a5108ce4179f9da,Blue,Bard,Taliyah,Azir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720064?gameHash=37f1b13c86d9b810,Blue,Trundle,Malzahar,Shen,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720068?gameHash=b330df4de0bcddf3,Blue,Shen,Bard,Elise,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720078?gameHash=d58b97a650688653,Blue,Azir,Nidalee,Vladimir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001710054?gameHash=3a95b4b1a2254234,Blue,Olaf,Cassiopeia,Nidalee,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001710073?gameHash=4d7a672bc5fd051a,Blue,Bard,Braum,Varus,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001710075?gameHash=632e0e16514a6ee5,Blue,Trundle,Malzahar,Gnar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001710091?gameHash=be7fce9d3ea04826,Blue,Nidalee,Olaf,Irelia,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001710092?gameHash=5a5422ca367262e9,Blue,Bard,Vladimir,Irelia,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001710102?gameHash=8287c92c758ba77b,Blue,Trundle,Elise,Shen,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001710008?gameHash=9c00b2ea31e68bf2,Blue,Irelia,RekSai,Shen,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001710023?gameHash=9daaf2697234efad,Blue,Azir,Elise,Vladimir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001710025?gameHash=edacfcdc33e05cd4,Blue,Viktor,RekSai,Azir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001710039?gameHash=688b3f349c78c62f,Blue,Olaf,Leblanc,Sivir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720086?gameHash=b030673a0e09c50d,Blue,Azir,Karma,Sivir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720108?gameHash=67bf8c3eef4641d0,Blue,Bard,Irelia,RekSai,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720116?gameHash=ea863a6e7a2cef03,Blue,Shen,Caitlyn,Vladimir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720127?gameHash=c0942653463b675d,Blue,Azir,Jax,Jhin,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720149?gameHash=cc58c30b8a87d843,Blue,Zilean,Azir,Elise,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720165?gameHash=585d6ad9688dc999,Blue,Shen,Illaoi,Taric,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720169?gameHash=382e76e8e1f8488a,Blue,Olaf,Sivir,Irelia,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720186?gameHash=eacc5b3714c1ba7e,Blue,Caitlyn,Malzahar,RekSai,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720189?gameHash=c0576c9cc49a99d6,Blue,Malzahar,Shen,Elise,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720196?gameHash=1c39769a2ddbf517,Blue,Nidalee,Irelia,Zilean,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720220?gameHash=1e1aa3a8f956053c,Blue,Morgana,Azir,Irelia,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720230?gameHash=2754bd3997872a68,Blue,Bard,Illaoi,Shen,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720238?gameHash=acd4868055b4fa4a,Blue,Malzahar,Elise,Shen,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720248?gameHash=39b61c79461f5346,Blue,Nidalee,Irelia,Olaf,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720249?gameHash=19775eef302c62ad,Blue,Caitlyn,Malzahar,Nidalee,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720257?gameHash=2f66ae29a292b55f,Blue,Bard,Olaf,Azir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720142?gameHash=db15a75cf3bccc5b,Blue,Taliyah,Bard,Irelia,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720166?gameHash=435ea8d270e3a490,Blue,Trundle,Leblanc,Rumble,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720176?gameHash=a5af20a3a1821f33,Blue,Nidalee,Vladimir,Gragas,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720187?gameHash=2726ed32007dc2a1,Blue,Syndra,Varus,Azir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720199?gameHash=694b154fd29ab4c4,Blue,Malzahar,Shen,Bard,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720232?gameHash=ef9cb60e6b2846f0,Blue,Trundle,Jhin,Karma,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720233?gameHash=df9efddc716a82d7,Blue,Irelia,Karma,Olaf,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001720247?gameHash=912b67ffce4af7ec,Blue,Malzahar,Vladimir,Shen,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001740004?gameHash=bb7df3843be874a5,Blue,Bard,Malzahar,Shen,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001740018?gameHash=51d294d39b3cd94a,Blue,Olaf,Nidalee,Azir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001740027?gameHash=37b4744837255238,Blue,Braum,Nidalee,Karma,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001730049?gameHash=9526651754957b4a,Blue,Bard,Trundle,Cassiopeia,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001730051?gameHash=53076015edd57d51,Blue,Caitlyn,Lucian,Kassadin,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001730057?gameHash=7b8640fd807e3a2c,Blue,Karma,Trundle,Jhin,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001730064?gameHash=cc22fe779ddb2700,Blue,Fiora,Nidalee,Shen,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001730080?gameHash=ff31a2454d86a083,Blue,Elise,Draven,Gnar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001730081?gameHash=f23b44bd031c20bf,Blue,Malzahar,Elise,Jax,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001730093?gameHash=3547bdb2f1478f9d,Blue,Olaf,Gangplank,Kassadin,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001730094?gameHash=14cf37acdfd3d4ac,Blue,Olaf,Nidalee,Karma,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001730099?gameHash=2876fcd3ab3b05c7,Blue,Bard,Malzahar,Trundle,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001730012?gameHash=acb6e29f82df0ba0,Blue,Gangplank,Olaf,Nidalee,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001730032?gameHash=8a3c88902a56c78f,Blue,Elise,RekSai,Sivir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001730035?gameHash=c32725629bd4c044,Blue,Illaoi,Gnar,Elise,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001730047?gameHash=d7054e1754fda878,Blue,Olaf,Malzahar,Gangplank,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001740053?gameHash=dc338506ed8b196f,Blue,Gangplank,Shen,Olaf,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001740078?gameHash=5683a19439e8d4eb,Blue,Karma,Gragas,Fiora,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001740085?gameHash=cdc988d70c3c2132,Blue,Malzahar,Kassadin,Trundle,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001740096?gameHash=f4c19f66ba47ffb7,Blue,Illaoi,Irelia,Anivia,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002300042?gameHash=32a5c0e0f0fd2b69,Blue,Gragas,Trundle,Jax,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002300064?gameHash=6e4e65e7f3c965cb,Blue,Elise,Gangplank,Malzahar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002300071?gameHash=c8c23ac309c53958,Blue,Fiora,Nidalee,Kassadin,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002300087?gameHash=23cebce9f5d79231,Blue,Cassiopeia,Syndra,Elise,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002300103?gameHash=3938727a1a0b4e8c,Blue,Karma,Elise,Malzahar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002300105?gameHash=a5c0137f1ada7efa,Blue,Illaoi,Bard,Nidalee,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002300145?gameHash=324675625298d854,Blue,Swain,Lucian,Kassadin,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002300165?gameHash=b4fd38ced29ea134,Blue,Fiora,Taric,Trundle,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002300174?gameHash=987694285aaf533a,Blue,Nidalee,Fiora,Karma,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002300187?gameHash=55f8c4499215a90e,Blue,Sivir,Kassadin,Shen,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002300190?gameHash=0222a96c1bc9a892,Blue,TahmKench,KogMaw,Trundle,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002300205?gameHash=b22979b9ded477fd,Blue,Malzahar,Hecarim,Trundle,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002300063?gameHash=cb42ba7e531e7499,Blue,Vladimir,Malzahar,Trundle,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002300068?gameHash=8a8db9d16163ae92,Blue,KogMaw,Fiora,Nidalee,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002300078?gameHash=fc27a210f0e26894,Blue,Kassadin,Alistar,Zilean,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002300095?gameHash=d9c8d7c58585d915,Blue,Elise,Karma,Gragas,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002290142?gameHash=5fed8c345e76763e,Blue,Kassadin,Irelia,Gragas,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002290170?gameHash=c3e36eea5f464c5d,Blue,Elise,TahmKench,Gnar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002290186?gameHash=2f6e734d37febc88,Blue,Shen,Karma,Leblanc,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002290199?gameHash=a3428b044cc050c9,Blue,Syndra,Bard,Cassiopeia,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002290212?gameHash=acd23d4d6ddc02a7,Blue,TahmKench,Shen,Ryze,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002290216?gameHash=f2056ce8ffbcfde6,Blue,KogMaw,Nidalee,Trundle,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001600016?gameHash=e2713bdd4423edd5,Blue,Jhin,Graves,Corki,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001590014?gameHash=b53a5960a62545b2,Blue,Trundle,Varus,Corki,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001590015?gameHash=e37a47c74de7e0e2,Blue,Graves,Corki,Kindred,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001590017?gameHash=9de0b9ba79e70fae,Blue,Trundle,Varus,Corki,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001590027?gameHash=2801872aebc0cc47,Blue,Ryze,Thresh,Sivir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001590028?gameHash=0877aa19eb0decf8,Blue,Ryze,Thresh,Sivir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001590029?gameHash=27b3231236f77b83,Blue,Lulu,Orianna,Azir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001600044?gameHash=20d34d339a4c348c,Blue,TwistedFate,Nidalee,Thresh,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001590042?gameHash=1b83ddda84a4f3c2,Blue,Azir,Alistar,Trundle,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001590043?gameHash=35db5afe3260ad57,Blue,Azir,Karma,Kindred,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001600047?gameHash=326ea8f73ffe8011,Blue,Azir,Kindred,Kassadin,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001600049?gameHash=8689a11629e63075,Blue,TwistedFate,Nidalee,Lissandra,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001600064?gameHash=a7669c3dcedccb4d,Blue,Zed,Kindred,Braum,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001600071?gameHash=5848aa9125d29726,Blue,Bard,Braum,Lulu,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH3/1001600072?gameHash=a870b780a295336c,Blue,Bard,Braum,Lulu,,
